koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
CONFIRMED,0,0,0,0,2.806243488,133.7314,0.043,1.6271,599.6,1.41,771,83.53,22.4,1,4153,4.684,0.581,289.29065,51.40889,15.988
FALSE POSITIVE,0,0,1,0,2.27190723,134.79852,0.719,5.383,149,1.12,1318,714.27,36.8,1,5788,4.506,0.856,294.73419,40.86142,14.459
CONFIRMED,0,0,0,0,51.3011844,153.52571,0.003,5.359,498.9,2.07,492,13.86,19.6,1,6032,4.508,0.929,284.61621,49.190811,14.739
CONFIRMED,0,0,0,0,0.938466959,135.600698,0.054,1.3015,217.4,1.58,1876,2919.17,54.4,1,5499,4.323,1.087,284.73145,49.533192,13.757
CANDIDATE,0,0,0,0,51.3901452,145.3192,0.946,5.995,494,3.62,570,24.98,15.4,1,6074,4.284,1.292,293.62592,39.50631,15.03
CONFIRMED,0,0,0,0,3.217518511,133.6320632,0.638,2.11481,14319,11.38,1185,464.73,1287.4,1,5720,4.473,0.903,289.43463,49.4734,14.835
CONFIRMED,0,0,0,0,4.66271902,134.08296,0.485,2.757,1630.6,3.86,1039,274.98,28.2,1,5729,4.514,0.939,298.48282,46.793621,13.297
CONFIRMED,0,0,0,0,7.834433676,135.222143,0.714,2.89,2018.1,3.47,689,53.33,246.6,1,4920,4.62,0.72,287.60559,49.523258,12.231
CONFIRMED,0,0,0,0,3.005156911,137.103362,0.844,2.0747,691.6,2.2,949,191.27,115.1,2,4920,4.62,0.72,287.60559,49.523258,12.231
FALSE POSITIVE,0,0,1,1,8.48039789,135.85018,0.486,6.249,259.7,1.71,866,132.85,22.7,1,5401,4.364,1.05,298.73007,46.688671,14.673
FALSE POSITIVE,0,0,1,0,1.333395306,134.18228,0.151,1.188,114.5,0.86,1390,880.53,11.5,1,5199,4.527,0.811,288.92575,39.90155,15.299
CONFIRMED,0,0,0,0,7.71467686,133.55635,0.899,4.5871,233.9,4.65,1622,1636.72,33.3,1,6900,3.843,2.599,281.97125,43.672771,12.082
CONFIRMED,0,0,0,0,4.4444826,133.46308,0.941,3.686,163,1.71,1217,518.45,18,1,6240,4.426,1.079,288.99258,46.67075,15.216
FALSE POSITIVE,0,1,1,1,21.3781146,147.2124,0.906,19.359,556.1,3.18,727,65.94,35.4,1,6218,4.417,1.131,293.66507,40.359531,15.686
CANDIDATE,0,0,0,0,29.5422566,137.57837,0.959,13.902,879.9,3.15,515,16.56,39.5,1,5510,4.572,0.803,282.43918,43.734482,15.481
CANDIDATE,0,0,0,0,186.4361811,146.91825,0.921,5.774,4347,11.32,353,3.66,66.5,1,5393,4.132,1.37,290.12857,40.021832,15.402
CONFIRMED,0,0,0,0,8.04727721,137.2073,0.937,5.159,486,2.33,855,126.56,36.1,1,5840,4.553,0.849,290.58685,51.69582,15.068
CONFIRMED,0,0,0,0,5.87063416,137.24813,0.642,2.5736,505.6,1.44,616,33.99,23.2,1,4166,4.66,0.612,286.58539,46.87093,15.961
CONFIRMED,0,0,0,0,15.35876777,132.385085,0.487,4.1223,14638,10.89,662,45.46,812.6,1,5422,4.484,0.887,295.28723,41.221958,14.991
CANDIDATE,0,0,0,0,35.6364022,164.17496,0.654,4.888,452.6,1.99,537,19.62,15.7,1,5926,4.532,0.887,290.24103,39.96801,15.614
FALSE POSITIVE,0,1,0,0,0.94773253,137.12993,1.186,1.7645,11306,45.58,2321,6862.81,103.9,1,6302,4.183,1.269,290.73804,39.919651,11.51
CANDIDATE,0,0,0,0,8.98128472,354.83042,0.294,5.0397,4924,7.19,898,153.36,76.6,1,5977,4.473,1.022,296.57153,50.677849,15.703
FALSE POSITIVE,0,1,0,0,0.692015479,133.114177,1.267,1.1315,4518.1,19.31,1057,294.34,163.4,1,3752,4.747,0.497,287.14313,46.50806,15.692
FALSE POSITIVE,0,1,1,1,17.0421346,363.97428,0.784,7.507,3616.7,5.14,594,29.47,108.9,1,5367,4.59,0.773,291.28659,43.404411,15.57
FALSE POSITIVE,0,1,0,0,7.94671044,140.708207,1.255,2.8419,6084.4,27.43,673,48.5,165.3,1,4859,4.626,0.702,287.80457,46.23893,15.791
CANDIDATE,0,0,0,0,192.667139,162.87962,0.911,5.443,1148.3,3.64,283,1.52,26,1,5401,4.487,0.878,296.6713,43.49839,14.879
CONFIRMED,0,0,0,0,17.9776037,147.7515,0.721,4.605,213.9,1.58,752,75.61,23.3,1,6296,4.46,1.006,287.03952,46.640129,14.307
CONFIRMED,0,0,0,0,11.8693144,137.721,0.73,4.653,101.9,1.09,864,131.58,13.9,2,6296,4.46,1.006,287.03952,46.640129,14.307
CONFIRMED,0,0,0,0,12.98494603,139.78207,0.046,3.4497,257.2,1.64,818,105.74,38.4,1,5948,4.384,1.025,286.43365,50.300331,13.029
CONFIRMED,0,0,0,0,19.17893976,139.74552,0.004,5.144,752.8,2.4,640,39.65,34.3,1,5767,4.538,0.881,297.48257,40.680779,15.401
CONFIRMED,0,0,0,0,6.99130452,135.46291,0.74,2.1568,555.4,1.95,716,62.05,36.3,1,4847,4.606,0.761,296.17728,46.99902,14.94
FALSE POSITIVE,0,1,0,0,52.971584,159.06109,1.259,3.4632,3882.6,29.02,402,6.19,51.4,1,5204,4.55,0.789,281.61887,46.814201,15.7
CONFIRMED,0,0,0,0,3.517494725,135.546724,0.742,1.5639,532.8,1.42,704,58.08,52.6,1,4132,4.699,0.564,291.15295,40.887489,14.699
CONFIRMED,0,0,0,0,61.0373591,175.17671,0.071,8.378,437.5,3.38,610,32.74,40.2,1,6309,4.154,1.614,290.66852,40.39772,14.171
CONFIRMED,0,0,0,0,33.8677783,137.51532,0.787,3.72,894.8,2.31,394,5.69,23.8,1,4564,4.593,0.691,290.10654,40.490662,15.81
CANDIDATE,0,0,0,0,14.62399621,144.45527,1.209,2.193,1082,21.92,681,50.91,25,1,5753,4.57,0.815,291.33719,40.558201,15.789
FALSE POSITIVE,0,1,0,0,9.771462706,135.584899,0.946,1.767,6933.2,10.15,799,96.39,215,1,5812,4.551,0.853,286.14938,49.867512,14.245
FALSE POSITIVE,0,1,1,1,1.157808038,354.74488,1.203,3.6705,866.7,22.9,1579,1472.38,78.8,1,5566,4.532,0.886,297.17429,43.479099,15.837
FALSE POSITIVE,0,1,1,1,6.14281498,135.16169,0.67,4.624,122,1.82,1355,796.26,36,1,6495,4.128,1.554,292.03149,49.388618,13.45
CONFIRMED,0,0,0,0,5.69919592,136.58738,0.007,2.3906,159.4,1.16,964,204.18,35.3,1,5646,4.493,0.932,292.58444,49.923161,13.069
CONFIRMED,0,0,0,0,18.11473813,147.4904,0.896,5.2706,241.5,2.49,830,112.43,51.3,1,6109,4.247,1.36,288.66156,49.737209,12.841
CONFIRMED,0,0,0,0,6.24145791,134.88892,0.029,3.0998,163.7,1.6,1111,360.09,30.8,1,5810,4.25,1.259,286.27176,43.59523,13.939
CONFIRMED,0,0,0,0,20.4222447,146.9837,0.059,6.22,189.3,1.78,785,89.74,34.7,1,6119,4.274,1.299,290.09082,39.81699,13.47
CONFIRMED,0,0,0,0,8.72585478,138.76838,0.911,4.473,446.7,2.86,985,222.19,37.7,1,6036,4.326,1.131,298.25204,40.496078,14.764
CONFIRMED,0,0,0,0,12.88291395,135.18736,0.962,5.676,460.5,3.15,865,132.23,33.6,2,6036,4.326,1.131,298.25204,40.496078,14.764
CONFIRMED,0,0,0,0,27.4345973,145.12322,0.603,5.038,472.6,2.56,672,48.29,25.3,3,6036,4.326,1.131,298.25204,40.496078,14.764
CONFIRMED,0,0,0,0,52.069002,178.15525,0.275,3.0089,558.3,2.92,524,17.76,25.6,1,5565,4.251,1.246,289.67935,40.700459,14.279
CANDIDATE,0,0,0,0,2.418406841,132.505587,0.018,2.0744,665.4,2.25,1226,535.84,69.1,2,5422,4.484,0.887,295.28723,41.221958,14.991
CANDIDATE,0,0,0,0,6.93910337,138.33927,0.966,2.977,614.7,1.41,445,9.28,22.9,1,3638,4.844,0.42,291.285,40.730049,15.855
CONFIRMED,0,0,0,0,9.11500269,133.97523,0.675,4.558,268.3,1.78,906,159.34,21.7,1,5962,4.431,1.028,289.38351,41.392689,14.63
FALSE POSITIVE,0,1,1,1,8.48031942,135.85217,0.918,7.297,1426.7,4.54,918,168.01,92.8,1,5951,4.439,0.991,298.82254,46.650269,15.262
CONFIRMED,0,0,0,0,13.7223682,137.84083,0.009,5.1231,571.1,2.23,746,73.16,97.9,1,5637,4.399,0.943,293.26093,44.868889,13.749
FALSE POSITIVE,0,1,1,0,3.582076914,355.515064,0.966,4.4228,1534.4,5.33,1265,604.27,138.4,1,6109,4.422,0.993,296.07822,43.13694,15.193
CANDIDATE,0,0,0,0,15.43400996,363.29494,0.707,4.2572,1785.9,4.3,721,63.79,59.7,1,5900,4.509,0.951,297.35233,46.09594,15.703
FALSE POSITIVE,0,0,1,1,1.780984316,177.8249,0.782,2.173,590.9,2.33,1397,899.03,46,1,5730,4.545,0.87,288.76318,50.174221,15.516
CONFIRMED,0,0,0,0,70.6981724,188.56795,0.026,6.632,357.7,1.63,417,7.11,37.7,1,5811,4.536,0.866,295.52121,49.738628,13.046
CONFIRMED,0,0,0,0,3.74443645,133.55997,0.169,2.9191,73.3,1.1,1328,736.89,25.4,1,5876,4.269,1.293,291.46732,50.75948,12.71
FALSE POSITIVE,0,1,0,0,10.5815819,183.008458,0.202,6.66929,112640,53.19,1098,342.98,1241.4,1,6168,4.074,1.567,296.62979,46.880203,13.936
CANDIDATE,0,1,0,0,2.819453322,133.870141,0.532,4.4127,71867,29.8,1357,803.4,202,1,5767,4.33,1.074,284.664,43.98502,14.569
CANDIDATE,0,0,0,0,12.89006728,201.22989,0.082,3.555,602.5,1.93,620,34.99,23.6,1,4915,4.512,0.812,294.36487,40.720879,15.674
FALSE POSITIVE,0,1,0,0,23.21050996,134.386378,0.954,3.09802,28737,21.19,595,29.69,958.7,1,5875,4.572,0.809,296.18524,39.26268,14.228
CANDIDATE,0,0,0,0,4.74666128,134.63784,0.441,2.093,256.8,1.3,865,132.4,12.5,3,4915,4.512,0.812,294.36487,40.720879,15.674
CANDIDATE,0,0,0,0,19.65639342,140.29937,0.955,3.226,843.2,2.83,549,21.5,25.5,1,5288,4.613,0.74,297.73984,46.94191,15.372
FALSE POSITIVE,0,1,0,0,62.81584402,151.47691,1.31,2.6901,1688.4,57.62,582,27.14,54.6,1,6340,4.23,1.492,293.53448,41.329899,12.849
CANDIDATE,0,0,0,0,70.468171,189.15822,0.031,6.653,922.4,3.46,511,16.17,45,1,6461,4.396,1.131,293.87988,41.393822,14.811
CONFIRMED,0,0,0,0,85.3514875,161.007608,0.052,6.7504,4674.7,6.31,390,5.44,142.8,1,5584,4.478,0.938,294.63239,43.400471,15.061
CANDIDATE,0,0,0,0,23.02028478,357.786124,0.794,3.544,5077.8,7.58,604,31.4,97.2,1,5613,4.496,0.956,280.36023,43.12368,15.573
CONFIRMED,0,0,0,0,69.72646639,196.093243,0.019,3.7177,4491.2,11.65,613,33.3,300.7,1,6430,4.107,1.731,295.41788,51.184761,13.005
CANDIDATE,0,0,0,0,1.609321941,178.94178,0.016,1.6067,728.5,1.57,958,199.28,35.3,1,4224,4.662,0.603,297.43039,39.847839,15.937
CANDIDATE,0,0,0,0,9.51220046,185.47893,0.133,2.9497,1169.4,1.99,530,18.66,31.9,2,4224,4.662,0.603,297.43039,39.847839,15.937
CONFIRMED,0,0,0,0,4.887803076,124.8130808,0.054,2.36255,4315.8,4.82,800,96.67,862.3,1,4778,4.591,0.763,297.70935,48.080853,9.174
CONFIRMED,0,0,0,0,4.437962934,171.0091259,0.069,4.69813,16388,18.05,1338,757.65,3535.6,1,5953,4.175,1.415,286.24344,50.040379,13.438
CONFIRMED,0,0,0,0,20.74028645,142.80003,0.431,10.3939,1023.3,4.24,798,95.68,155.3,1,6226,4.264,1.299,297.04541,46.328701,13.955
FALSE POSITIVE,0,1,0,0,1.207852845,178.2142,1.113,3.5802,49720,38.59,1539,1331.31,205.9,1,5601,4.533,0.797,299.10327,40.8493,15.559
CANDIDATE,0,1,0,0,2.379282197,133.651365,0.003,3.1729,48434,25.74,1571,1442.19,538,1,6392,4.399,1.162,293.19507,39.90728,15.189
FALSE POSITIVE,0,0,1,0,26.0692512,143.12549,1.206,7.487,831.5,23.61,591,28.85,59.7,1,5585,4.409,0.91,298.9024,40.31953,14.106
CONFIRMED,0,0,0,0,9.69501146,182.45413,0.293,2.75,515.2,2.08,833,114.06,18.3,1,5896,4.516,0.914,295.78516,40.439548,15.809
FALSE POSITIVE,0,0,1,0,1.818939148,133.12299,0.56,1.644,331.2,1.82,1549,1364.15,39.3,1,6153,4.487,0.962,293.87265,46.714951,15.134
CONFIRMED,0,0,0,0,40.1097817,142.08227,0.016,5.2096,732,3.11,556,22.65,40.3,1,5509,4.265,1.169,289.73169,46.953819,14.904
CANDIDATE,0,0,0,0,0.708621057,133.36565,0.033,1.5041,187.5,1.2,1846,2741.07,30.5,3,5422,4.484,0.887,295.28723,41.221958,14.991
CONFIRMED,0,0,0,0,2.46106962,133.32138,0.575,2.184,84.2,0.84,1195,483.09,18,2,5418,4.534,0.886,294.6741,42.075581,12.557
CANDIDATE,0,0,0,0,3.403743926,137.232574,1.075,1.5017,815.9,10.77,1101,346.98,59.5,1,5596,4.533,0.853,293.25916,42.126629,14.98
CONFIRMED,0,0,0,0,8.03753796,139.3582,0.821,2.9118,286.5,1.54,744,72.44,31.1,1,5044,4.511,0.804,297.13263,42.76825,14.471
CANDIDATE,0,0,0,0,2.43902575,133.58474,0.483,1.1598,82.5,2.61,2307,6700.04,20.5,1,6546,3.817,2.784,297.51907,42.777061,11.041
CANDIDATE,0,0,0,0,56.3587987,222.31819,0.906,6.927,2559.6,5.04,419,7.29,44.4,1,5446,4.525,0.821,290.85413,51.222809,15.792
CONFIRMED,0,0,0,0,242.467406,150.85827,0.173,12.808,340.3,1.73,286,1.59,23.2,2,5637,4.399,0.943,293.26093,44.868889,13.749
CONFIRMED,0,0,0,0,76.13622222,199.476237,0.044,7.9393,2949.5,4.78,399,6.01,339.4,1,5591,4.494,0.892,288.84863,51.209049,12.45
FALSE POSITIVE,0,0,1,0,4.9883872,358.2335,0.939,9.142,638.2,2.59,990,227.27,52.9,1,5819,4.565,0.823,296.43814,46.61536,15.752
FALSE POSITIVE,0,1,0,0,2.586878667,133.817008,0.651,6.1614,25480,19.84,1666,1823.52,261.3,1,6812,4.343,1.172,296.87762,43.941631,12.897
FALSE POSITIVE,0,1,0,0,3.964333304,136.029542,0.094,4.7136,25886,37.09,1680,1881.78,408.5,1,5758,3.808,2.318,290.44736,40.44289,14.985
FALSE POSITIVE,0,1,0,0,1.525924389,355.479571,1.217,3.15998,24627,49.86,1722,2072.8,423.9,1,6203,4.427,1.06,295.32077,40.187359,15.063
CANDIDATE,0,1,0,0,5.910371418,360.2852478,0.065,3.88962,17219,12.62,1053,290.83,990.3,1,6200,4.488,0.958,293.83688,40.41045,15.169
CANDIDATE,0,0,0,0,0.917568975,133.932419,0.667,2.0654,15805,11.92,1748,2197.57,128.1,1,5713,4.541,0.893,298.5137,40.639622,14.456
CONFIRMED,0,0,0,0,5.92365747,134.68361,0.045,2.6302,406.5,0.99,531,18.87,26.4,1,3883,4.762,0.496,297.50986,46.961262,15.157
CONFIRMED,0,0,0,0,3.24325988,133.6690203,0.117,3.03318,16451,12.91,1243,563.17,1586.2,1,5823,4.438,1.013,294.99631,50.470058,14.952
CANDIDATE,0,0,0,0,7.79668781,134.42081,0.005,4.6699,361.3,2.44,1116,366.42,48.5,1,6521,4.352,1.276,298.36884,40.173424,12.681
CONFIRMED,0,0,0,0,56.4758069,143.81128,0.862,5.961,1091.8,3.22,417,7.14,70,1,5497,4.57,0.839,288.83936,46.98674,14.279
CONFIRMED,0,0,0,0,92.8747294,145.93535,0.917,7.474,658.8,2.64,353,3.68,37.9,2,5497,4.57,0.839,288.83936,46.98674,14.279
CONFIRMED,0,0,0,0,1.538180949,131.822823,0.932,1.2635,841,1,602,30.85,47.7,1,3364,4.978,0.274,297.72925,42.86692,15.722
CANDIDATE,0,0,0,0,10.4188915,137.74971,0.856,3.0069,670,3.17,855,126.48,42.1,1,5692,4.36,1.064,298.01443,42.957458,14.86
CANDIDATE,0,0,0,0,20.4998763,131.82068,0.943,6.501,437.8,2.8,731,67.67,21.1,1,6249,4.428,1.076,290.32651,43.12183,15.442
CONFIRMED,0,0,0,0,1.921437488,131.806204,0.919,1.9046,278.7,1.77,1276,626.79,56.7,1,5238,4.472,0.851,296.95206,43.271969,14.131
CONFIRMED,0,0,0,0,20.38174802,142.31499,0.295,3.7922,1597.1,3.16,528,18.36,46.8,1,4883,4.515,0.808,286.74188,43.190102,15.887
CANDIDATE,0,0,0,0,7.00447892,137.89902,0.139,2.669,231.4,1.19,754,76.26,9.9,2,4883,4.515,0.808,286.74188,43.190102,15.887
CONFIRMED,0,0,0,0,5.101375725,357.48217,0.027,2.595,894.6,2.84,1050,287.28,55.1,1,5869,4.479,0.954,295.57727,46.254742,15.455
FALSE POSITIVE,0,0,1,0,3.47021401,356.09943,0.076,2.289,1105.2,2.4,933,179.02,8.3,1,4922,4.555,0.744,290.61679,49.957619,15.305
CANDIDATE,0,0,0,0,30.69395532,365.665214,0.001,2.9512,18121,13.72,614,33.69,196.6,1,6137,4.46,1.018,294.2009,40.455959,15.673
FALSE POSITIVE,0,1,0,0,2.139325409,135.062261,1.019,2.8056,6897.8,11.61,1007,243.34,164.4,1,4765,4.642,0.666,286.25644,46.89267,14.708
FALSE POSITIVE,0,1,0,0,29.48106127,134.22446,0.983,3.6636,11871,16.61,571,25.1,332,1,5631,4.41,0.901,299.05585,43.897202,15.135
CONFIRMED,1,0,0,0,572.376632,306.51006,0.712,24.42,1743.4,5.8,264,1.15,78.6,2,6226,4.264,1.299,297.04541,46.328701,13.955
FALSE POSITIVE,0,1,1,0,2.233799622,134.720709,1.249,3.04,2658.5,28.63,1287,650.73,228.9,1,5741,4.555,0.846,296.36569,43.905571,15.195
FALSE POSITIVE,0,1,1,0,31.13862664,415.9492,0.889,5.2482,11427,12.88,582,27.22,163.7,1,5919,4.485,1,290.56668,40.678162,15.821
CONFIRMED,0,0,0,0,13.93068791,134.42851,0.912,2.312,186.5,1.4,665,46.19,14.9,3,5497,4.57,0.839,288.83936,46.98674,14.279
CANDIDATE,0,0,0,0,20.4074846,140.1821,0.986,8.839,363.4,2.9,660,44.8,24.5,1,5823,4.472,0.972,298.37384,40.61842,14.802
CONFIRMED,0,0,0,0,62.9224936,151.6882,0.928,11.64,417.8,2.75,462,10.73,28.7,2,5534,4.338,1.08,288.77103,40.664181,14.659
CANDIDATE,0,0,0,0,32.7737631,151.44352,0.971,3.416,564.5,5,686,52.22,21.7,1,5640,4.076,1.534,290.88232,43.47176,14.758
CONFIRMED,0,0,0,0,55.673582,136.54906,0.274,3.778,765.1,2.19,384,5.16,22.7,1,4998,4.53,0.808,290.28845,43.755322,15.061
CONFIRMED,0,0,0,0,6.82778157,131.78839,0.336,2.3726,545.8,1.34,577,26.31,32.2,2,4198,4.689,0.574,290.82602,44.184109,15.224
CANDIDATE,0,0,0,0,77.63424586,417.153212,0.113,4.1002,16612,9.4,325,2.65,185.5,1,4812,4.548,0.755,298.92593,43.75037,15.915
CONFIRMED,0,0,0,0,52.75878505,156.306351,0.344,6.6517,5805.8,8.76,540,20.08,265.4,1,6228,4.413,1.137,288.43576,43.763489,15.182
FALSE POSITIVE,0,1,1,1,41.0772969,379.12848,0.03,5.525,1216.8,3.25,523,17.74,28.8,1,5665,4.381,0.938,289.07703,51.761822,14.907
FALSE POSITIVE,0,1,0,0,135.9121619,277.33,1.256,5.628,10188,40.18,370,4.41,99.5,1,6141,4.468,0.959,296.4176,46.732021,15.535
CONFIRMED,0,0,0,0,42.4729078,146.28712,0.361,7.253,334,2.03,539,19.93,22.8,3,5616,4.327,1.111,289.86157,43.472771,14.601
CONFIRMED,0,0,0,0,15.17026921,132.6655,0.917,4.3311,224.8,2.47,905,158.23,45.4,1,6297,4.26,1.369,292.67807,46.726711,13.147
CONFIRMED,0,0,0,0,39.4576228,136.47398,0.967,9.557,244.8,2.8,658,44.26,41.6,2,6297,4.26,1.369,292.67807,46.726711,13.147
CONFIRMED,0,0,0,0,17.8159689,134.4832,0.911,3.6765,776.8,3.12,699,56.48,22.5,1,5964,4.484,0.933,293.98157,46.687752,15.2
CONFIRMED,0,0,0,0,15.27443889,147.57983,0.153,6.0765,206.7,2.17,896,152.62,40.3,2,5761,4.091,1.518,294.21893,49.479221,13.438
CONFIRMED,0,0,0,0,36.5157639,151.28989,0.787,3.6577,861.3,2.55,425,7.71,34.7,1,4847,4.54,0.781,283.60526,39.997978,14.254
CONFIRMED,0,0,0,0,14.07969236,139.96053,0.544,1.375,169.5,2.08,931,177.81,26.2,1,5821,4.097,1.547,290.52676,38.142979,12.261
CONFIRMED,0,0,0,0,16.54081386,133.95274,0.688,2.5996,370,1.57,570,24.87,32.8,1,5064,4.572,0.769,291.74164,37.688938,13.755
CONFIRMED,0,0,0,0,1.93155546,131.76708,0.861,1.614,504.9,2.25,1290,655.43,8.6,1,5461,4.552,0.858,298.86658,46.502239,13.007
CONFIRMED,0,0,0,0,8.41100305,133.79856,0.905,2.4553,755.6,1.8,472,11.71,27.6,1,3757,4.718,0.539,296.85663,41.758179,15.773
CONFIRMED,0,0,0,0,13.52252364,142.17932,0.216,3.987,690.6,2.11,652,42.82,22.4,1,5338,4.557,0.816,295.30008,40.556591,13.895
CONFIRMED,0,0,0,0,134.2520474,182.70534,0.001,9.0636,832.1,3.43,393,5.63,57.2,1,5818,4.276,1.2,298.51532,41.891201,13.35
CONFIRMED,0,0,0,0,3.268695042,137.4817205,0.065,3.45188,10091,16.91,1597,1539,1429.9,1,5927,4.046,1.691,295.02567,46.956001,14.879
FALSE POSITIVE,0,1,0,0,22.84156293,138.632,1.267,2.5997,2940.7,30,557,22.78,47.6,1,5381,4.538,0.826,296.52243,43.363369,15.911
CONFIRMED,0,0,0,0,11.720124,142.173999,0.623,3.0039,9763.3,7.94,660,44.89,707.3,1,5215,4.564,0.77,295.49667,42.537891,14.518
CONFIRMED,0,0,0,0,4.33643506,133.85442,0.641,4.1445,108.5,1.75,1453,1054.56,48,1,6180,4.133,1.603,293.0795,43.073711,11.704
CONFIRMED,0,0,0,0,15.95541913,143.30236,0.314,3.9851,762.6,2.18,573,25.54,39,1,4891,4.516,0.805,288.44739,44.801682,15.261
CONFIRMED,0,0,0,0,8.25980352,137.47021,0.161,2.928,298.4,1.35,714,61.43,18.3,2,4891,4.516,0.805,288.44739,44.801682,15.261
CANDIDATE,0,0,0,0,62.5613879,178.40847,0.842,5.907,1372.6,3.54,417,7.13,35,1,5662,4.56,0.84,294.8161,45.306122,15.5
CONFIRMED,0,0,0,0,8.96847034,139.39473,0.558,4.4073,234.3,2.17,1024,259.95,38.2,1,5808,4.185,1.374,291.96069,42.43301,14.128
CONFIRMED,0,0,0,0,1.907810683,131.63784,0.41,1.8707,120.5,0.91,1268,609.28,40.9,1,5435,4.578,0.824,287.57117,42.813919,12.852
CANDIDATE,0,0,0,0,32.85862571,133.51202,0.955,3.1483,162.8,2.31,691,53.85,36.4,1,5899,4.135,1.414,284.23398,40.79454,10.77
FALSE POSITIVE,0,1,0,0,48.11881255,170.8396102,1.079,5.27958,69851,45.18,490,13.6,2145.1,1,6003,4.536,0.872,295.71225,45.589771,14.474
CONFIRMED,0,0,0,0,2.514628496,132.90904,0.247,1.6239,228.4,1.27,1217,517.89,33.3,1,5662,4.56,0.84,289.59308,49.781158,14.325
CONFIRMED,0,0,0,0,8.025118521,132.469133,0.454,5.3694,3120.4,7.79,1093,336.73,373,1,6002,4.196,1.369,297.21408,41.66404,14.153
CONFIRMED,0,0,0,0,5.79529495,136.77974,0.714,2.272,334.3,1.05,534,19.23,14.8,2,3757,4.718,0.539,296.85663,41.758179,15.773
CANDIDATE,0,0,0,0,8.56267266,355.13518,0.335,1.53,608.1,2.26,768,82.22,15.2,3,5029,4.429,0.93,284.34274,46.316551,15.213
CONFIRMED,0,0,0,0,8.30537702,139.7437,0.489,3.751,365.6,1.69,809,101.43,28.5,1,5435,4.495,0.873,290.97342,45.290321,14.779
CONFIRMED,0,0,0,0,13.22714056,142.20251,0.013,3.2861,812,2.22,638,39.1,51.8,1,5180,4.548,0.8,286.55807,38.405369,14.443
CONFIRMED,0,0,0,0,51.8098276,182.97335,0.273,6.343,1025.4,2.6,410,6.71,56.8,1,5191,4.53,0.826,286.47147,49.649021,14.122
CONFIRMED,0,0,0,0,5.28790754,135.36119,0.474,8.5274,343.9,7.1,1661,1802.31,90.6,1,4994,3.433,3.818,297.35928,49.79755,13.427
CONFIRMED,0,0,0,0,8.45746636,133.87132,0.209,2.2906,1320.3,1.87,540,20.08,21.8,1,4347,4.73,0.524,291.83432,39.307362,15.862
CANDIDATE,0,0,0,0,59.7711433,148.96886,0.899,4.843,574.5,3.17,522,17.53,38.5,1,6214,4.382,1.122,288.57443,40.988659,13.952
CANDIDATE,0,0,0,0,10.08744556,135.13582,0.921,2.9884,568.1,3.15,942,186.14,39.9,1,6310,4.417,1.095,287.36127,43.738781,15.079
CANDIDATE,0,0,0,0,16.34355902,145.04116,0.716,5.474,829.4,3.26,730,67.34,34,1,5730,4.394,1.056,300.41751,45.605518,15.017
CONFIRMED,0,0,0,0,21.96401646,133.03586,0.483,2.7509,693.4,2.57,643,40.41,26.9,1,5774,4.447,0.958,292.49963,46.324409,15.378
CONFIRMED,0,0,0,0,125.602323,215.4336,0.065,7.105,925.7,2.89,360,3.95,23.3,2,5774,4.447,0.958,292.49963,46.324409,15.378
CONFIRMED,0,0,0,0,12.51353325,139.42461,0.596,4.301,430.8,1.88,706,58.69,30,2,5435,4.495,0.873,290.97342,45.290321,14.779
CONFIRMED,0,0,0,0,17.9134215,135.52921,0.832,4.364,197.8,1.39,626,36.38,11.4,4,5435,4.495,0.873,290.97342,45.290321,14.779
CONFIRMED,0,0,0,0,25.2149143,152.6912,0.599,5.76,174.1,1.19,559,23.05,9.9,3,5435,4.495,0.873,290.97342,45.290321,14.779
CONFIRMED,0,0,0,0,8.29561738,135.79284,0.888,1.3421,824.3,1.82,469,11.39,17.9,2,3747,4.728,0.524,283.86639,39.898079,15.414
CANDIDATE,0,0,0,0,19.58561177,132.36472,0.964,1.755,532.9,3.09,666,46.51,27.1,1,5618,4.401,0.996,295.79218,47.600101,14.18
CONFIRMED,0,0,0,0,3.69298623,132.73624,0.775,1.7744,763.3,1.74,745,72.66,33.9,1,4402,4.682,0.572,285.60254,50.112041,14.265
CONFIRMED,0,0,0,0,6.4980147,136.00108,0.92,2.4384,190.9,1.87,1026,262.18,41.2,1,5727,4.328,1.104,286.28601,43.320461,13.25
CONFIRMED,0,0,0,0,19.76169247,135.17794,0.924,3.9097,392.5,2.81,791,92.38,35.3,1,6327,4.327,1.175,295.75412,42.537479,14.563
CONFIRMED,0,0,0,0,5.18498961,131.8814,0.021,2.1397,430.1,1.15,652,42.62,36.4,1,4325,4.68,0.56,295.90656,45.80912,14.744
CANDIDATE,0,0,0,0,85.6542476,155.12346,0.012,6.866,476,3.56,522,17.51,36.6,1,5818,4.065,1.647,286.40231,38.738541,13.34
CANDIDATE,0,0,0,0,17.79108667,149.25344,0.654,2.662,414.2,2.88,830,112.09,39.8,1,5855,4.148,1.34,296.08975,48.955372,13.8
